snp_chr	snp_pos	snp	peak_chr	peak_start	peak_end	disease.trait	pubmedid	reported.gene.s.	mapped_gene	strongest.snp.risk.allele	context	risk.allele.frequency	p.value	study.accession	Multiple
chr1	17669971	rs146330533	chr1	17669894	17670479	Initial pursuit acceleration in psychotic disorders	29064472	ARHGEF10L	ARHGEF10L	rs146330533-?	intron_variant	NR	3e-7	GCST005026	FALSE
chr18	31646245	rs1667284	chr18	31645740	31646288	Problematic alcohol use in trauma-exposed individuals	29082582	B4GALT6	B4GALT6	rs1667284-A	intron_variant	0.14	4e-6	GCST005236	FALSE
chr1	46135245	rs1707302	chr1	46134963	46135902	Breast cancer	29059683	PIK3R3, LOC101929626	LOC101929626, PIK3R3	rs1707302-A	intron_variant	0.659999999999999	3e-8	GCST004988	FALSE
chr5	81972251	rs111549985	chr5	81971536	81972538	Breast cancer	29059683	NR	ATG10	rs111549985-G	5_prime_UTR_variant	0.2474	6e-12	GCST004988	FALSE
chr10	103547967	rs74154533	chr10	103547585	103548086	Ischemic stroke (cardioembolic)	29531354	NEURL1	NEURL1	rs74154533-G	intron_variant	0.18	6e-7	GCST005842	FALSE
chr13	53329376	rs1867368	chr13	53328831	53329917	Major depressive disorder	29728651	NR	RN7SL618P - ZNF646P1	rs1867368-C	intergenic_variant	0.317	5e-8	GCST005907	FALSE
chr3	129314893	rs4853	chr3	129314692	129315281	Menopause (age at onset)	29773799	H1FX	H1FX	rs4853-T	3_prime_UTR_variant	0.94	1e-16	GCST005863	FALSE
chr20	5970805	rs76498344	chr20	5970361	5970884	Menopause (age at onset)	29773799	MCM8	MCM8	rs76498344-C	intron_variant	0.23	7e-11	GCST005863	FALSE
chr19	44890259	rs117310449	chr19	44890234	44891235	Alzheimer's disease or family history of Alzheimer's disease	29777097	NR	PVRL2 - TOMM40	rs117310449-?	intron_variant	NR	5e-8	GCST005922	FALSE
chr8	27584004	rs4732728	chr8	27583530	27584035	Alzheimer's disease or family history of Alzheimer's disease	29777097	NR	EPHX2, GULOP	rs4732728-?	intron_variant	NR	5e-8	GCST005922	FALSE
chr17	7851675	rs12939056	chr17	7851658	7852193	Height	29782485	KDM6B	KDM6B	rs12939056-A	synonymous_variant	0.567442475535572	8e-7	GCST005908	FALSE
chr9	133376453	rs3739893	chr9	133375891	133376553	ADAMTS13 levels	29296746	ADAMTS13	SURF4, STKLD1	rs3739893-T	5_prime_UTR_variant	0.02	1e-30	GCST005945	FALSE
chr3	48241205	rs9847953	chr3	48240840	48241344	Systolic blood pressure	27618447	CDC25A	ZNF589	rs9847953-A	missense_variant	0.716	6e-8	GCST006021	FALSE
chr4	986676	rs4690220	chr4	986671	987172	Polymyositis	26362759	SLC26A1, IDUA	SLC26A1	rs4690220-G	intron_variant	0.45	8e-6	GCST006052	FALSE
chr3	173396515	rs529200	chr3	173396469	173397047	Hand grip strength	29691431	NLGN1	NLGN1	rs529200-A	5_prime_UTR_variant	0.4741	7e-9	GCST005830	FALSE
chr5	134526066	rs329120	chr5	134525874	134526383	Hand grip strength	29691431	JADE2	JADE2	rs329120-T	intron_variant	0.418	2e-8	GCST005830	FALSE
chr5	134526066	rs329120	chr5	134525874	134526383	Body mass index	28892062	JADE2	JADE2	rs329120-T	intron_variant	0.372	4e-8	GCST004904	FALSE
chr10	59708831	rs1171616	chr10	59708703	59709205	Serum metabolite concentrations in chronic kidney disease	29545352	SLC16A9	SLC16A9	rs1171616-T	intron_variant	NR	3e-15	GCST005648	FALSE
chr10	59708831	rs1171616	chr10	59708703	59709205	Acylcarnitine levels	26068415	SLC16A9	SLC16A9	rs1171616-T	intron_variant	0.7835	6e-10	GCST002961	FALSE
chr11	61828092	rs968567	chr11	61827688	61828189	Serum metabolite ratios in chronic kidney disease	29545352	FADS2	FADS2	rs968567-T	5_prime_UTR_variant	NR	5e-14	GCST005650	FALSE
chr11	61828092	rs968567	chr11	61827688	61828189	Rheumatoid arthritis	24390342	FADS1, FADS2, FADS3	FADS2	rs968567-C	5_prime_UTR_variant	0.83	2e-8	GCST002318	FALSE
chr11	61828092	rs968567	chr11	61827688	61828189	Blood metabolite levels	24816252	FADS1	FADS2	rs968567-T	5_prime_UTR_variant	0.18	2e-21	GCST002443	FALSE
chr11	61828092	rs968567	chr11	61827688	61828189	Glycerophospholipid levels	26068415	FADS2, FADS1, FADS3	FADS2	rs968567-T	5_prime_UTR_variant	0.1587	1e-18	GCST002965	FALSE
chr11	61828092	rs968567	chr11	61827688	61828189	Vitiligo	27723757	FADS2	FADS2	rs968567-?	5_prime_UTR_variant	NR	1e-7	GCST004785	FALSE
chr11	61815236	rs174561	chr11	61814900	61815693	Serum metabolite ratios in chronic kidney disease	29545352	MIR1908	MIR1908, FADS1	rs174561-C	5_prime_UTR_variant	NR	3e-17	GCST005650	FALSE
chr10	59709780	rs1171614	chr10	59709672	59710467	Serum metabolite ratios in chronic kidney disease	29545352	SLC16A9	SLC16A9	rs1171614-C	5_prime_UTR_variant	NR	3e-12	GCST005650	FALSE
chr10	59709780	rs1171614	chr10	59709672	59710467	Blood metabolite levels	24816252	SLC16A9	SLC16A9	rs1171614-T	5_prime_UTR_variant	0.22	3e-23	GCST002443	FALSE
chr10	59709780	rs1171614	chr10	59709672	59710467	Urate levels	23263486	SLC16A9	SLC16A9	rs1171614-T	5_prime_UTR_variant	0.22	2e-28	GCST001791	FALSE
chr10	59709780	rs1171614	chr10	59709672	59710467	Acylcarnitine levels	26068415	SLC16A9	SLC16A9	rs1171614-T	5_prime_UTR_variant	0.2037	2e-81	GCST002961	FALSE
chr9	2844261	rs16910644	chr9	2843855	2844616	Clostridium difficile infection in multiple myeloma	29594489	NR	KIAA0020 - GPS2P1	rs16910644-?	regulatory_region_variant	NA	3e-6	GCST005686	FALSE
chr4	53930053	rs11725926	chr4	53929928	53930437	Pulse pressure	29403010	LOC100506444, RPL21P44	LOC100129728 - RPL21P44	rs11725926-?	intron_variant	NR	2e-15	GCST006009	FALSE
chr10	73997944	rs3812625	chr10	73997639	73998304	Left ventricular internal dimension in diastole	29403010	VCL	C10orf55 - VCL	rs3812625-?	intron_variant	NR	1e-8	GCST006008	FALSE
chr8	10425916	rs3750310	chr8	10425690	10426885	Systemic lupus erythematosus	28714469	MSRA	MSRA	rs3750310-G	intron_variant	0.692	8e-6	GCST005752	FALSE
chr3	58332737	rs180977001	chr3	58332560	58333181	Systemic lupus erythematosus	28714469	PXK	RPP14 - PXK	rs180977001-C	regulatory_region_variant	0.067	2e-8	GCST005752	FALSE
chr8	10928562	rs12548184	chr8	10928334	10928845	Systemic lupus erythematosus	28714469	BLK, XKR6	XKR6	rs12548184 -?	intron_variant	0.315	1e-7	GCST005752	FALSE
chr12	79345104	rs17005500	chr12	79344790	79345301	Systemic lupus erythematosus	28714469	SYT1	SYT1	rs17005500 -?	intron_variant	0.071	2e-7	GCST005752	FALSE
chr16	10944503	rs8054198	chr16	10944152	10944674	Systemic lupus erythematosus	28714469	CLEC16A	CLEC16A	rs8054198 -?	5_prime_UTR_variant	0.031	2e-8	GCST005752	FALSE
chr20	32687779	rs28530618	chr20	32687510	32688011	White blood cell count (basophil)	29403010	C20orf203, COMMD7	C20orf203 - BAK1P1	rs28530618-?	intron_variant	NR	4e-8	GCST005976	FALSE
chr20	32687779	rs28530618	chr20	32687510	32688011	Birth weight	27680694	C20orf203	C20orf203 - BAK1P1	rs28530618-A	intron_variant	0.51	8e-11	GCST005146	FALSE
chr12	12725831	rs66561220	chr12	12725057	12726341	Lymphocyte counts	29403010	APOLD1	LOC105369663 - APOLD1	rs66561220-?	regulatory_region_variant	NR	2e-8	GCST005997	FALSE
chr6	31898356	rs118097312	chr6	31898295	31898796	Red blood cell count	29403010	NR	C2	rs118097312-?	intron_variant	NR	1e-10	GCST005996	FALSE
chr8	102239027	rs2290707	chr8	102238730	102239711	Mean corpuscular volume	29403010	RRM2B	RRM2B	rs2290707-?	5_prime_UTR_variant	NR	3e-15	GCST006011	FALSE
chr8	102239027	rs2290707	chr8	102238730	102239711	Mean corpuscular hemoglobin	29403010	RRM2B	RRM2B	rs2290707-?	5_prime_UTR_variant	NR	3e-10	GCST005993	FALSE
chr14	102317171	rs4906190	chr14	102316806	102317760	Mean corpuscular volume	29403010	ZNF839	TRI-AAT5-1 - ZNF839	rs4906190-?	regulatory_region_variant	NR	2e-8	GCST006011	FALSE
chr17	49789170	rs1123339	chr17	49788787	49789458	Mean corpuscular volume	29403010	KAT7	KAT7	rs1123339-?	non_coding_transcript_exon_variant	NR	7e-11	GCST006011	FALSE
chr17	49789170	rs1123339	chr17	49788787	49789458	Mean corpuscular hemoglobin	29403010	KAT7	KAT7	rs1123339-?	non_coding_transcript_exon_variant	NR	3e-10	GCST005993	FALSE
chr14	65411677	rs2411822	chr14	65411554	65412061	IgG glycosylation patterns	29535710	NR	FUT8-AS1, FUT8	rs2411822-G	5_prime_UTR_variant	0.4875	2e-13	GCST005656	FALSE
chr6	82068785	rs9361886	chr6	82068491	82069236	Central corneal thickness	29760442	IBTK	LOC102724168, LOC107986617	rs9361886-T	regulatory_region_variant	0.56	8e-8	GCST005667	FALSE
chr8	11802194	rs12056541	chr8	11802175	11802971	Non-melanoma skin cancer	29739929	NR	FDFT1	rs12056541-T	non_coding_transcript_exon_variant	NR	3e-6	GCST005896	FALSE
chr1	17419777	rs7528427	chr1	17419431	17420298	Non-melanoma skin cancer	29739929	RCC2	RCC2	rs7528427-C	intron_variant	NR	1e-24	GCST005896	FALSE
chr13	39408007	rs9566425	chr13	39407764	39408265	Circulating odd-numbered chain saturated fatty acid levels (C17:0)	29738550	NR	LHFP	rs9566425-?	intron_variant	NR	1e-6	GCST005868	FALSE
chr13	50357429	rs12871645	chr13	50357010	50358127	Circulating odd-numbered chain saturated fatty acid levels (C19:0)	29738550	NR	DLEU1	rs12871645-?	intron_variant	NR	1e-8	GCST005862	FALSE
chr7	8437157	rs6463808	chr7	8436826	8437338	Response to long-chain n-3 polyunsaturated fatty acid supplementation (change in triglyceride levels)	24847101	NXPH1	NXPH1	rs6463808-A	intron_variant	0.09	3e-6	GCST006055	FALSE
chr6	30828768	rs1264350	chr6	30828396	30828897	Rosacea symptom severity	29771307	IER3, DDR1	LINC00243	rs1264350-T	intron_variant	NR	1e-7	GCST005790	FALSE
chrX	111759999	rs201820102	chrX	111759564	111760216	Rosacea symptom severity	29771307	ALG13	ALG13	rs201820102-C	stop_lost	NR	2e-6	GCST005790	FALSE
chr16	89973042	rs11649211	chr16	89972601	89973102	Low tan response	29739929	AFG3L1P	AFG3L1P	rs11649211-G	intron_variant	NR	1e-30	GCST005897	FALSE
chr20	36050981	rs1204552	chr20	36050686	36051254	Low tan response	29739929	NR	LINC00657 - EPB41L1	rs1204552-A	regulatory_region_variant	NR	4e-146	GCST005897	FALSE
chr6	30103160	rs1110446	chr6	30103003	30103504	Hepatocellular carcinoma in hepatitis B infection	29784950	HLA	TRIM31	rs1110446-?	3_prime_UTR_variant	NR	9e-13	GCST005746	FALSE
chr2	113974664	rs12472051	chr2	113974607	113975108	Diabetic kidney disease in type 2 diabetes (ESRD vs. no ESRD)	29703844	NR	ACTR3 - LOC100499194	rs12472051-?	intergenic_variant	NA	4e-6	GCST005893	FALSE
chr8	58411603	rs2859998	chr8	58411041	58412130	Narcolepsy with cataplexy	23496005	UBXN2B	UBXN2B	rs2859998-?	intron_variant	NR	1e-7	GCST001909	FALSE
chr3	187738921	rs3733017	chr3	187738777	187739285	PR interval	23534349	BCL6	BCL6	rs3733017-G	intron_variant	NA	6e-6	GCST001925	FALSE
chr8	19990569	rs17410962	chr8	19990130	19990745	Triglycerides	23726366	LPL	LPL - LOC105379311	rs17410962-G	intergenic_variant	0.112	7e-9	GCST002044	FALSE
chr8	19990569	rs17410962	chr8	19990130	19990745	Triglyceride levels	29615537	LPL	LPL - LOC105379311	rs17410962-A	intergenic_variant	0.1366	5e-28	GCST005780	FALSE
chr8	19990569	rs17410962	chr8	19990130	19990745	High density lipoprotein cholesterol levels	29615537	LPL	LPL - LOC105379311	rs17410962-A	intergenic_variant	0.1366	8e-32	GCST005776	FALSE
chr6	29966386	rs6935053	chr6	29965966	29966492	Ulcerative colitis	23511034	HCG9	HLA-W - MICD	rs6935053-?	intron_variant	NR	2e-6	GCST001938	FALSE
chr5	88502419	rs2194025	chr5	88502105	88502606	Retinal arteriolar caliber	23776548	TMEM161B, MEF2C	LOC102546226 - LINC00461	rs2194025-G	regulatory_region_variant	0.91	2e-12	GCST002071	FALSE
chr17	76737321	rs3744061	chr17	76737071	76738243	Retinal arteriolar caliber	23776548	SFRS2, MFSD11, JMJD6, MXRA7	SRSF2, MFSD11	rs3744061-G	5_prime_UTR_variant	0.44	2e-10	GCST002071	FALSE
chr15	27951675	rs7173419	chr15	27951135	27951700	Eye color	23548203	OCA2	OCA2	rs7173419-T	intron_variant	NR	1e-7	GCST001929	FALSE
chr12	47377646	rs2074193	chr12	47377518	47378019	Migraine with aura	23793025	intergenic	LOC107984528 - LOC100288129	rs2074193-C	regulatory_region_variant	0.21	5e-7	GCST002080	FALSE
chr1	229582254	rs12049351	chr1	229581912	229582413	Circulating myeloperoxidase levels (plasma)	23620142	ABCB10, TAF5L, URB2, GALNT2GALNT2	HMGN2P19 - TAF5L	rs12049351-C	regulatory_region_variant	0.79	1e-6	GCST001980	FALSE
chr9	101474492	rs1929494	chr9	101474441	101474942	Age-related cataracts	25352737	LOC100129210, ALDOB, C90rf125	TMEM246, TMEM246-AS1	rs1929494-T	3_prime_UTR_variant	0.4391	2e-6	GCST002619	FALSE
chr14	36525597	rs17176043	chr14	36525453	36525954	Educational attainment	25201988	intergenic	LOC105370453	rs17176043-A	intron_variant	0.946	7e-6	GCST002598	FALSE
chr10	12389368	rs4451621	chr10	12389291	12389793	Educational attainment	25201988	intergenic	CAMK1D	rs4451621-T	intron_variant	0.536	1e-6	GCST002598	FALSE
chr17	58631673	rs411988	chr17	58631510	58632336	Iron status biomarkers (ferritin levels)	25352340	TEX14	TEX14	rs411988-A	non_coding_transcript_exon_variant	0.564	2e-10	GCST002677	FALSE
chr1	150094287	rs12058524	chr1	150093728	150094303	Uric acid levels	21294900	VPS45	VPS45	rs12058524-T	intron_variant	0.15	2e-6	GCST000963	FALSE
chr10	11806793	rs12358475	chr10	11806612	11807121	Breast cancer (survival)	25526632	C10orf47, ECHDC3	LOC105376415 - PROSER2	rs12358475-?	intergenic_variant	NR	2e-6	GCST002727	FALSE
chr11	19572259	rs11025185	chr11	19571785	19572398	Hepatitis	25705159	NAV2	NAV2	rs11025185-A	intron_variant	NR	1e-9	GCST002730	FALSE
chr10	75062359	rs10762651	chr10	75062315	75062994	Anxiety disorder	25390645	DUPD1	DUPD1	rs10762651-?	intergenic_variant	NA	6e-6	GCST002696	FALSE
chr10	68232096	rs7916697	chr10	68231044	68232551	Optic disc area	21307088	ATOH7	ATOH7	rs7916697-A	5_prime_UTR_variant	NR	2e-15	GCST000970	FALSE
chr5	35803475	rs931555	chr5	35803033	35803554	Multiple sclerosis	21244703	IL7R	LOC105374724, SPEF2	rs931555-?	intron_variant	NR	4e-7	GCST000949	FALSE
chr2	27629051	rs3749147	chr2	27628722	27629268	Waist Circumference - Triglycerides (WC-TG)	21386085	CCDC121	GPN1	rs3749147-C	missense_variant	NR	1e-9	GCST001006	FALSE
chr1	167442147	rs864537	chr1	167442083	167442584	Celiac disease or Rheumatoid arthritis	21383967	CD247	CD247	rs864537-?	intron_variant	NR	2e-11	GCST000987	FALSE
chr1	167442147	rs864537	chr1	167442083	167442584	Celiac disease	20190752	CD247	CD247	rs864537-?	intron_variant	0.61	4e-7	GCST000612	FALSE
chr5	166962488	rs17404956	chr5	166962337	166962838	Diabetic retinopathy	21441570	LOC441114, ODZ2	CTB-7E3.1 - TENM2	rs17404956-A	intergenic_variant	0.90	1e-6	GCST001017	FALSE
chr10	119670121	rs2234962	chr10	119669846	119670697	Idiopathic dilated cardiomyopathy	21459883	BAG3	BAG3	rs2234962-?	stop_lost	NR	4e-12	GCST001023	FALSE
chr3	46410189	rs1015164	chr3	46410089	46410590	AIDS progression	21502085	LTF	CCRL2 - LOC105377068	rs1015164-?	intron_variant	0.31	9e-6	GCST001060	FALSE
chr3	46410189	rs1015164	chr3	46410089	46410590	Setpoint viral load in HIV-1 infection	26553974	CCRL2	CCRL2 - LOC105377068	rs1015164-?	intron_variant	NR	2e-19	GCST003183	FALSE
chr18	2948031	rs10460009	chr18	2947958	2948537	Type 2 diabetes	21490949	LPIN2	LPIN2	rs10460009-C	intron_variant	0.60	9e-6	GCST001033	FALSE
chr20	3204477	rs11697186	chr20	3204106	3204948	Response to hepatitis C treatment	21659334	DDRGK1	DDRGK1	rs11697186-T	intron_variant	0.15	5e-17	GCST001094	FALSE
chr3	133756968	rs1799899	chr3	133756938	133757439	Alcohol consumption (transferrin glycosylation)	21665994	TF	TF	rs1799899-A	missense_variant	0.06	1e-9	GCST001103	FALSE
chr2	179701951	rs16866933	chr2	179701559	179702182	Sudden cardiac arrest	21658281	ZNF385B	LOC107985967, ZNF385B	rs16866933-?	intron_variant	0.09	6e-14	GCST001099	FALSE
chr17	45942346	rs242557	chr17	45942088	45942721	Progressive supranuclear palsy	21685912	MAPT	MAPT	rs242557-?	intron_variant	0.35	9e-18	GCST001116	FALSE
chr17	45942346	rs242557	chr17	45942088	45942721	Plasma t-tau levels	28100725	MAPT	MAPT	rs242557-A	intron_variant	0.3715	1e-12	GCST004092	FALSE
chr11	64778919	rs606458	chr11	64778587	64779364	Urate levels	21768215	PYGM, RASGRP2, CDC42BPG, NRXN2, MAP4K2, MEN1, SF1	SF1	rs606458-T	regulatory_region_variant	0.35	6e-11	GCST001163	FALSE
chr11	20662494	rs2139424	chr11	20662095	20662678	Response to cytadine analogues (cytosine arabinoside)	24483146	intergenic	SLC6A5 - NELL1	rs2139424-?	intergenic_variant	NA	7e-6	GCST002345	FALSE
chr5	134904545	rs319598	chr5	134904461	134904969	Type 2 diabetes	24509480	PCBD2	TXNDC15 - PCBD2	rs319598-C	regulatory_region_variant	NA	2e-6	GCST002352	FALSE
chr3	66429063	rs13078828	chr3	66428603	66429180	Antibody status in Tripanosoma cruzi seropositivity	24324551	LRIG1	LRIG1	rs13078828-?	intron_variant	NR	4e-7	GCST002280	FALSE
chr4	15352761	rs114133078	chr4	15352479	15352983	PR interval in Tripanosoma cruzi seropositivity	24324551	C1QTNF7	LOC101929095, C1QTNF7	rs114133078-?	intron_variant	NR	2e-7	GCST002279	FALSE
chr6	87322672	rs7341237	chr6	87322272	87322883	PR interval in Tripanosoma cruzi seropositivity	24324551	NR	SMIM8, GJB7	rs7341237-?	splice_region_variant	NR	2e-6	GCST002279	FALSE
chr18	2967847	rs8087073	chr18	2967745	2968252	PR interval in Tripanosoma cruzi seropositivity	24324551	NR	LPIN2, LOC105371963	rs8087073-?	intron_variant	NR	1e-9	GCST002279	FALSE
chr19	1205890	rs147615524	chr19	1205471	1205980	PR interval in Tripanosoma cruzi seropositivity	24324551	NR	STK11	rs147615524-?	5_prime_UTR_variant	NR	2e-6	GCST002279	FALSE
chr19	3435547	rs72974768	chr19	3435055	3435558	QRS duration in Tripanosoma cruzi seropositivity	24324551	NR	NFIC	rs72974768-?	intron_variant	NR	3e-6	GCST002284	FALSE
chr8	133449608	rs10106540	chr8	133449419	133449929	Personality dimensions	23903073	ST3GAL1	ST13P6 - ST3GAL1	rs10106540-G	regulatory_region_variant	NA	7e-7	GCST002111	FALSE
chr5	151081488	rs960709	chr5	151080424	151081702	Systemic lupus erythematosus and Systemic sclerosis	23740937	TNIP1	TNIP1	rs960709-?	intron_variant	NR	2e-8	GCST002069	FALSE
chr5	151081488	rs960709	chr5	151080424	151081702	Eosinophil percentage of white cells	27863252	TNIP1	TNIP1	rs960709-G	intron_variant	0.2382	7e-14	GCST004600	FALSE
chr5	151081488	rs960709	chr5	151080424	151081702	Eosinophil counts	27863252	TNIP1	TNIP1	rs960709-G	intron_variant	0.2382	7e-16	GCST004606	FALSE
chr5	151081488	rs960709	chr5	151080424	151081702	Sum eosinophil basophil counts	27863252	TNIP1	TNIP1	rs960709-G	intron_variant	0.2382	2e-14	GCST004624	FALSE
chr5	151081488	rs960709	chr5	151080424	151081702	Eosinophil percentage of granulocytes	27863252	TNIP1	TNIP1	rs960709-G	intron_variant	0.2382	1e-11	GCST004617	FALSE
chr17	7583790	rs2075230	chr17	7583451	7584367	Hormone measurements	24049095	SHBG	LOC100996842, MPDU1	rs2075230-G	5_prime_UTR_variant	0.29	1e-8	GCST002195	FALSE
chr4	116954105	rs1440306	chr4	116953907	116954435	Bronchopulmonary dysplasia	23897914	TRAM1L1, NDST4	LOC107986306 - LOC105377387	rs1440306-A	intergenic_variant	0.75	1e-6	GCST002104	FALSE
chr6	142798695	rs12211360	chr6	142798279	142798806	Adiponectin levels	24105470	HIVEP2	HIVEP2	rs12211360-A	intron_variant	0.966	6e-6	GCST002233	FALSE
chr12	14257551	rs17221259	chr12	14257492	14258138	Breast cancer	24143190	ATF7IP	GNAI2P1 - RPL30P11	rs17221259-G	regulatory_region_variant	0.204	7e-6	GCST002234	FALSE
chr5	62778891	rs16891077	chr5	62778875	62779387	Homeostasis model assessment of insulin resistance (dietary factor interaction)	24204828	HTR1A, ISCA1L	ISCA1P1 - LOC107986417	rs16891077-A	regulatory_region_variant	0.209	1e-9	GCST002253	FALSE
chr5	62778891	rs16891077	chr5	62778875	62779387	Fasting insulin (dietary factor interaction)	24204828	HTR1A, ISCA1L	ISCA1P1 - LOC107986417	rs16891077-A	regulatory_region_variant	0.209	9e-10	GCST002248	FALSE
chr13	44128733	rs9525916	chr13	44128445	44129031	Homeostasis model assessment of insulin resistance (dietary factor interaction)	24204828	SERP2, LOC121838	LOC105370183, SMIM2-AS1	rs9525916-T	intron_variant	0.43	5e-6	GCST002253	FALSE
chr13	44128733	rs9525916	chr13	44128445	44129031	Fasting insulin (dietary factor interaction)	24204828	SERP2, LOC121838	LOC105370183, SMIM2-AS1	rs9525916-T	intron_variant	0.43	7e-6	GCST002248	FALSE
chr5	116204876	rs7709377	chr5	116204634	116205140	Metabolite levels  (X-11787)	23934736	COMMD10	COMMD10	rs7709377-A	intron_variant	NA	4e-6	GCST002119	FALSE
chr10	15558672	rs28643277	chr10	15558579	15559528	Periodontitis (CDC/AAP)	24024966	ITGA8	ITGA8	rs28643277-A	intron_variant	0.35	9e-6	GCST002126	FALSE
chr1	60225916	rs17120400	chr1	60225427	60225928	Periodontitis (PAL4Q3)	24024966	C1orf87	LOC105378761, LOC105378760	rs17120400-?	intergenic_variant	0.9	4e-6	GCST002136	FALSE
chr19	55599709	rs140900046	chr19	55598948	55599924	Periodontitis (Mean PAL)	24024966	FIZ1	FIZ1 - ZNF524	rs140900046-A	5_prime_UTR_variant	0.01	4e-6	GCST002127	FALSE
chr17	45135596	rs2291447	chr17	45135193	45135793	Economic and political preferences	22566634	ACBD4	ACBD4	rs2291447-T	splice_region_variant	NR	2e-6	GCST001519	FALSE
chr5	163571509	rs294588	chr5	163571442	163572276	Aging	22773346	LOC391844, MAT2B	MAT2B - LOC102724458	rs294588-?	intergenic_variant	0.26	1e-6	GCST001599	FALSE
chr19	45692498	rs7245708	chr19	45691688	45692786	Subcutaneous adipose tissue	22589738	FBXO46, EML2, SNRPD2, GIPR, QPCTL	QPCTL	rs7245708-C	5_prime_UTR_variant	0.04	1e-6	GCST001521	FALSE
chr15	40904186	rs8036080	chr15	40903769	40904360	Visceral adipose tissue/subcutaneous adipose tissue ratio	22589738	CHAC1, RHOV, DLL4, SPINT1, VPS18	VPS18 - LOC105370943	rs8036080-A	TF_binding_site_variant	0.01	3e-6	GCST001524	FALSE
chr6	165052862	rs227458	chr6	165052502	165053585	Visceral adipose tissue adjusted for BMI	22589738	C6orf118	LOC105378111 - C6orf118	rs227458-C	intergenic_variant	0.87	3e-6	GCST001523	FALSE
chr1	111894722	rs2798334	chr1	111894431	111894932	Visceral adipose tissue adjusted for BMI	22589738	KCND3	KCND3	rs2798334-C	intron_variant	0.73	1e-6	GCST001523	FALSE
chr1	111894722	rs2798334	chr1	111894431	111894932	P wave duration	24850809	KCND3	KCND3	rs2798334-T	intron_variant	0.289	8e-11	GCST002457	FALSE
chr11	132959967	rs1567127	chr11	132959534	132960035	Visceral adipose tissue/subcutaneous adipose tissue ratio	22589738	OPCML	LOC105369580, OPCML	rs1567127-G	intron_variant	0.20	1e-6	GCST001524	FALSE
chr13	80118676	rs8001641	chr13	80118447	80118958	Orofacial clefts	22863734	SPRY2	LOC105370275	rs8001641-A	intergenic_variant	NR	3e-10	GCST001628	FALSE
chr4	56467946	rs12505749	chr4	56467302	56468437	Airflow obstruction	22837378	SRP72	SRP72	rs12505749-?	intron_variant	0.08	5e-6	GCST001621	FALSE
chr17	58631697	rs412000	chr17	58631510	58632336	Primary tooth development (time to first tooth eruption)	23704328	RAD51C, TEX14	TEX14	rs412000-C	non_coding_transcript_exon_variant	NR	2e-9	GCST002030	FALSE
chr6	31834688	rs4711279	chr6	31834316	31835158	IgG glycosylation	23382691	NR	HSPA1B - C6orf48	rs4711279-C	5_prime_UTR_variant	0.824401248864668	4e-6	GCST001848	FALSE
chr5	95318169	rs255982	chr5	95317518	95318217	IgG glycosylation	23382691	NR	MCTP1 - LOC105379089	rs255982-G	regulatory_region_variant	0.848905209260908	8e-6	GCST001848	FALSE
chr9	33139455	rs3780486	chr9	33139318	33140262	IgG glycosylation	23382691	NR	B4GALT1	rs3780486-C	intron_variant	0.737357337934105	1e-6	GCST001848	FALSE
chr8	28324238	rs11779594	chr8	28324185	28324729	IgG glycosylation	23382691	NR	PNOC	rs11779594-C	intron_variant	0.930937853767276	9e-6	GCST001848	FALSE
chr6	34227089	rs1759645	chr6	34226782	34227319	Height	23563607	HMGA1	CYCSP55 - HMGA1	rs1759645-C	regulatory_region_variant	0.16	5e-15	GCST001956	FALSE
chr6	34227089	rs1759645	chr6	34226782	34227319	Waist circumference adjusted for body mass index	28448500	CYCSL1, HMGA1	CYCSP55 - HMGA1	rs1759645-C	regulatory_region_variant	0.20420000000000005	8e-11	GCST004562	FALSE
chr6	34227089	rs1759645	chr6	34226782	34227319	Waist circumference adjusted for BMI in active individuals	28448500	CYCSL1, HMGA1	CYCSP55 - HMGA1	rs1759645-C	regulatory_region_variant	0.20420000000000005	1e-6	GCST004564	FALSE
chr6	34227089	rs1759645	chr6	34226782	34227319	Hip circumference adjusted for BMI	25673412	HMGA1	CYCSP55 - HMGA1	rs1759645-T	regulatory_region_variant	0.8454	9e-9	GCST004067	FALSE
chr6	34227089	rs1759645	chr6	34226782	34227319	Waist circumference adjusted for BMI (joint analysis main effects and physical activity interaction)	28448500	CYCSL1, HMGA1	CYCSP55 - HMGA1	rs1759645-?	regulatory_region_variant	0.20420000000000005	1e-9	GCST004563	FALSE
chr10	85934535	rs76765968	chr10	85934257	85935014	Anorexia nervosa	23568457	GRID1	GRID1	rs76765968-T	intron_variant	0.856	2e-6	GCST001961	FALSE
chr7	37037249	rs10488031	chr7	37037218	37037756	QT interval	20031603	ELMO1	ELMO1	rs10488031-A	intron_variant	0.07	2e-6	GCST000452	FALSE
chr1	205783537	rs947211	chr1	205782717	205783550	Parkinson's disease	19915576	SLC45A3, PARK16, PM20D1, NUCKS1, RAB7L1, SLC41A1	LOC105371702	rs947211-?	intergenic_variant	NR	2e-12	GCST000530	FALSE
chr6	31834764	rs9368699	chr6	31834316	31835158	HIV-1 control	20041166	SNORD52	HSPA1B - C6orf48	rs9368699-?	5_prime_UTR_variant	NR	5e-8	GCST000549	FALSE
