snp_chr	snp_pos	snp	peak_chr	peak_start	peak_end	disease.trait	pubmedid	reported.gene.s.	mapped_gene	strongest.snp.risk.allele	context	risk.allele.frequency	p.value	study.accession	Multiple
chr7	71149860	rs56212584	chr7	71149573	71150085	Lung cancer in ever smokers	28604730	WBSCR17	WBSCR17	rs56212584-G	intron_variant	0.093779099	8e-6	GCST004749	FALSE
chr15	43492277	rs2439831	chr15	43492236	43492737	Lung cancer in ever smokers	28604730	TP53BP1	TP53BP1	rs2439831-C	splice_region_variant	0.891060495	4e-6	GCST004749	FALSE
chr2	241355498	rs3755397	chr2	241355303	241356557	Eosinophil percentage of white cells	27863252	FARP2, AC005104.3	SEPT2 - FARP2	rs3755397-G	regulatory_region_variant	0.0976	6e-14	GCST004600	FALSE
chr2	241355498	rs3755397	chr2	241355303	241356557	Eosinophil counts	27863252	FARP2, AC005104.3	SEPT2 - FARP2	rs3755397-G	regulatory_region_variant	0.0977	2e-15	GCST004606	FALSE
chr2	241355498	rs3755397	chr2	241355303	241356557	Chronic lymphocytic leukemia	28165464	FARP2	SEPT2 - FARP2	rs3755397-G	regulatory_region_variant	NR	9e-12	GCST004146	FALSE
chr2	241355498	rs3755397	chr2	241355303	241356557	Sum eosinophil basophil counts	27863252	FARP2, AC005104.3	SEPT2 - FARP2	rs3755397-G	regulatory_region_variant	0.0977	2e-15	GCST004624	FALSE
chr2	241355498	rs3755397	chr2	241355303	241356557	Eosinophil percentage of granulocytes	27863252	FARP2, AC005104.3	SEPT2 - FARP2	rs3755397-G	regulatory_region_variant	0.0976	3e-13	GCST004617	FALSE
chr2	241355498	rs3755397	chr2	241355303	241356557	Neutrophil percentage of granulocytes	27863252	FARP2, AC005104.3	SEPT2 - FARP2	rs3755397-G	regulatory_region_variant	0.0976	7e-14	GCST004623	FALSE
chr6	30102205	rs1111180	chr6	30101872	30102373	Eosinophil percentage of white cells	27863252	TRIM31-AS1	RNF39 - TRIM31	rs1111180-C	regulatory_region_variant	0.5667	4e-37	GCST004600	FALSE
chr6	30102205	rs1111180	chr6	30101872	30102373	Eosinophil percentage of granulocytes	27863252	TRIM31-AS1	RNF39 - TRIM31	rs1111180-C	regulatory_region_variant	0.5666	2e-35	GCST004617	FALSE
chr6	42548053	rs16895831	chr6	42547176	42548488	Eosinophil percentage of white cells	27863252	intergenic	RPL36AP5 - UBR2	rs16895831-T	regulatory_region_variant	0.2033	3e-12	GCST004600	FALSE
chr6	42548053	rs16895831	chr6	42547176	42548488	Sum neutrophil eosinophil counts	27863252	intergenic	RPL36AP5 - UBR2	rs16895831-T	regulatory_region_variant	0.2033	7e-9	GCST004613	FALSE
chr6	42548053	rs16895831	chr6	42547176	42548488	Sum basophil neutrophil counts	27863252	intergenic	RPL36AP5 - UBR2	rs16895831-T	regulatory_region_variant	0.2032	3e-10	GCST004620	FALSE
chr6	42548053	rs16895831	chr6	42547176	42548488	Eosinophil percentage of granulocytes	27863252	intergenic	RPL36AP5 - UBR2	rs16895831-T	regulatory_region_variant	0.2032	1e-13	GCST004617	FALSE
chr6	42548053	rs16895831	chr6	42547176	42548488	Granulocyte percentage of myeloid white cells	27863252	intergenic	RPL36AP5 - UBR2	rs16895831-T	regulatory_region_variant	0.2033	7e-12	GCST004608	FALSE
chr6	42548053	rs16895831	chr6	42547176	42548488	Monocyte percentage of white cells	27863252	intergenic	RPL36AP5 - UBR2	rs16895831-T	regulatory_region_variant	0.2033	3e-10	GCST004609	FALSE
chr6	42548053	rs16895831	chr6	42547176	42548488	Neutrophil percentage of white cells	27863252	intergenic	RPL36AP5 - UBR2	rs16895831-T	regulatory_region_variant	0.2033	2e-10	GCST004633	FALSE
chr6	42548053	rs16895831	chr6	42547176	42548488	Neutrophil count	27863252	intergenic	RPL36AP5 - UBR2	rs16895831-T	regulatory_region_variant	0.2033	1e-10	GCST004629	FALSE
chr6	42548053	rs16895831	chr6	42547176	42548488	Neutrophil percentage of granulocytes	27863252	intergenic	RPL36AP5 - UBR2	rs16895831-T	regulatory_region_variant	0.2032	2e-12	GCST004623	FALSE
chr8	144103704	rs34173062	chr8	144103491	144103992	Eosinophil percentage of white cells	27863252	SHARPIN	SHARPIN	rs34173062-A	missense_variant	0.0749	6e-16	GCST004600	FALSE
chr8	144103704	rs34173062	chr8	144103491	144103992	Eosinophil counts	27863252	SHARPIN	SHARPIN	rs34173062-A	missense_variant	0.0749	9e-16	GCST004606	FALSE
chr8	144103704	rs34173062	chr8	144103491	144103992	Sum eosinophil basophil counts	27863252	SHARPIN	SHARPIN	rs34173062-A	missense_variant	0.0749	6e-15	GCST004624	FALSE
chr8	144103704	rs34173062	chr8	144103491	144103992	Eosinophil percentage of granulocytes	27863252	SHARPIN	SHARPIN	rs34173062-A	missense_variant	0.0748	5e-16	GCST004617	FALSE
chr8	144103704	rs34173062	chr8	144103491	144103992	Neutrophil percentage of granulocytes	27863252	SHARPIN	SHARPIN	rs34173062-A	missense_variant	0.0748	2e-15	GCST004623	FALSE
chr14	35413286	rs8020739	chr14	35413184	35413685	Eosinophil percentage of white cells	27863252	intergenic	NFKBIA - DNAJC8P1	rs8020739-T	TF_binding_site_variant	0.643	3e-12	GCST004600	FALSE
chr14	35413286	rs8020739	chr14	35413184	35413685	Eosinophil percentage of granulocytes	27863252	intergenic	NFKBIA - DNAJC8P1	rs8020739-T	TF_binding_site_variant	0.643	1e-10	GCST004617	FALSE
chr14	35413286	rs8020739	chr14	35413184	35413685	Neutrophil percentage of granulocytes	27863252	intergenic	NFKBIA - DNAJC8P1	rs8020739-T	TF_binding_site_variant	0.6429	3e-9	GCST004623	FALSE
chr19	1104079	rs4807542	chr19	1103495	1104220	Eosinophil percentage of white cells	27863252	GPX4	GPX4	rs4807542-A	synonymous_variant	0.1694	5e-15	GCST004600	FALSE
chr19	1104079	rs4807542	chr19	1103495	1104220	Eosinophil counts	27863252	GPX4	GPX4	rs4807542-A	synonymous_variant	0.1694	1e-11	GCST004606	FALSE
chr19	1104079	rs4807542	chr19	1103495	1104220	Sum eosinophil basophil counts	27863252	GPX4	GPX4	rs4807542-A	synonymous_variant	0.1694	2e-9	GCST004624	FALSE
chr19	1104079	rs4807542	chr19	1103495	1104220	Eosinophil percentage of granulocytes	27863252	GPX4	GPX4	rs4807542-A	synonymous_variant	0.1693	3e-11	GCST004617	FALSE
chr19	1104079	rs4807542	chr19	1103495	1104220	Neutrophil percentage of granulocytes	27863252	GPX4	GPX4	rs4807542-A	synonymous_variant	0.1693	5e-9	GCST004623	FALSE
chr22	36862944	rs760517	chr22	36862612	36863113	Eosinophil percentage of white cells	27863252	NCF4, CTA-833B7.2	LOC107985578, NCF4	rs760517-T	intron_variant	0.3755	4e-12	GCST004600	FALSE
chr22	36862944	rs760517	chr22	36862612	36863113	Eosinophil percentage of granulocytes	27863252	NCF4, CTA-833B7.2	LOC107985578, NCF4	rs760517-T	intron_variant	0.3754	9e-11	GCST004617	FALSE
chr22	36862944	rs760517	chr22	36862612	36863113	Neutrophil percentage of granulocytes	27863252	NCF4, CTA-833B7.2	LOC107985578, NCF4	rs760517-T	intron_variant	0.3755	6e-10	GCST004623	FALSE
chr19	48955005	rs4645881	chr19	48954421	48955175	Eosinophil counts	27863252	BAX	BAX	rs4645881-T	non_coding_transcript_exon_variant	0.8535	1e-10	GCST004606	FALSE
chr19	48955005	rs4645881	chr19	48954421	48955175	Sum eosinophil basophil counts	27863252	BAX	BAX	rs4645881-T	non_coding_transcript_exon_variant	0.8535	1e-11	GCST004624	FALSE
chr19	48955005	rs4645881	chr19	48954421	48955175	Neutrophil percentage of granulocytes	27863252	BAX	BAX	rs4645881-T	non_coding_transcript_exon_variant	0.8535	3e-9	GCST004623	FALSE
chr3	128617455	rs2492286	chr3	128617359	128618044	Eosinophil counts	27863252	RPN1	LINC01565 - RPN1	rs2492286-T	regulatory_region_variant	0.1543	4e-18	GCST004606	FALSE
chr4	38656198	rs75504410	chr4	38655824	38656349	Eosinophil counts	27863252	RP11-617D20.1, AC021860.1	KLF3-AS1	rs75504410-A	intron_variant	0.0678	3e-15	GCST004606	FALSE
chr4	38656198	rs75504410	chr4	38655824	38656349	Sum eosinophil basophil counts	27863252	RP11-617D20.1, AC021860.1	KLF3-AS1	rs75504410-A	intron_variant	0.0678	9e-16	GCST004624	FALSE
chr1	184861124	rs34199165	chr1	184860931	184861432	Cough in response to angiotensin-converting enzyme inhibitor drugs	28084903	FAM129A	FAM129A	rs34199165-?	intron_variant	NR	4e-7	GCST004049	FALSE
chr8	99853454	rs61753726	chr8	99853370	99853871	Cough in response to angiotensin-converting enzyme inhibitor drugs	28084903	VPS13B	VPS13B	rs61753726-?	missense_variant	NR	2e-6	GCST004049	FALSE
chr1	6236178	rs9970334	chr1	6235632	6236280	Resting heart rate	28270201	ICMT	ICMT - LINC00337	rs9970334-G	regulatory_region_variant	0.447393	4e-8	GCST004213	FALSE
chr3	99972678	rs68092024	chr3	99972264	99972813	Cleft lip with or without cleft palate	28054174	COL8A1	FILIP1L, CMSS1	rs68092024-?	intron_variant	NR	5e-8	GCST004050	FALSE
chr5	68187904	rs6449957	chr5	68187137	68188250	Cleft lip with or without cleft palate	28054174	PIK3R1	EEF1B2P2 - LOC102467655	rs6449957-?	regulatory_region_variant	NR	2e-7	GCST004050	FALSE
chr1	155208991	rs760077	chr1	155208386	155209491	Urea levels	28270201	MTX1	MTX1, THBS3	rs760077-T	missense_variant	0.4247	6e-9	GCST004215	FALSE
chr1	155208991	rs760077	chr1	155208386	155209491	Red blood cell count	27863252	MTX1	MTX1, THBS3	rs760077-T	missense_variant	0.6031	2e-11	GCST004601	FALSE
chr1	155208991	rs760077	chr1	155208386	155209491	Hematocrit	27863252	MTX1	MTX1, THBS3	rs760077-T	missense_variant	0.6031	2e-23	GCST004604	FALSE
chr1	155208991	rs760077	chr1	155208386	155209491	Hemoglobin concentration	27863252	MTX1	MTX1, THBS3	rs760077-T	missense_variant	0.6031	6e-19	GCST004615	FALSE
chr5	16617813	rs75869162	chr5	16617462	16618129	Urate levels	28270201	FAM134B	LOC101929524	rs75869162-A	splice_region_variant	0.0054	2e-8	GCST004211	FALSE
chr5	57456821	rs554379257	chr5	57456376	57456893	Height	28270201	CTD-2023 N9.1	SALL4P1 - ACTBL2	rs554379257-T	intron_variant	6.0E-4	5e-8	GCST004212	FALSE
chr6	26183874	rs7766641	chr6	26183408	26184050	Height	28270201	HIST1H2BE	HIST1H2BE	rs7766641-A	missense_variant	0.2551	3e-13	GCST004212	FALSE
chr7	116560326	rs1049334	chr7	116559861	116560741	Atrial fibrillation	28416822	CAV1	CAV1	rs1049334-G	3_prime_UTR_variant	0.71	2e-14	GCST004373	FALSE
chr12	50661925	rs1521516	chr12	50661764	50662293	Fibrinogen levels	28107422	DIP2B	DIP2B	rs1521516-?	intron_variant	NR	3e-11	GCST004122	FALSE
chr1	65687680	rs4655582	chr1	65687611	65688166	Fibrinogen levels	28107422	LEPR, PDE4B	LEPR - RN7SL854P	rs4655582-?	regulatory_region_variant	NR	5e-11	GCST004122	FALSE
chr16	53510718	rs17193922	chr16	53510344	53510849	Hip circumference adjusted for BMI	25673412	AKTIP	LOC105371268	rs17193922-C	regulatory_region_variant	0.701	1e-9	GCST004067	FALSE
chr16	28846324	rs7187776	chr16	28846253	28846756	Hip circumference adjusted for BMI	25673412	TUFM	TUFM	rs7187776-A	5_prime_UTR_variant	0.5907	4e-8	GCST004067	FALSE
chr9	26754898	rs73642995	chr9	26754440	26754972	Venous thromboembolism adjusted for sickle cell variant rs77121243-T	28203683	C9orf82	LOC105376000 - LOC107987028	rs73642995-T	intron_variant	0.0111	1e-6	GCST004068	FALSE
chr8	60967385	rs142143628	chr8	60967163	60967878	Venous thromboembolism adjusted for sickle cell variant rs77121243-T	28203683	LOC100130298	LOC100130298	rs142143628-T	intron_variant	0.0103	4e-8	GCST004068	FALSE
chr5	172765347	rs114503346	chr5	172765110	172765783	Vertical cup-disc ratio	28073927	DUSP1	LOC401218 - DUSP1	rs114503346-T	intron_variant	NR	5e-9	GCST004075	FALSE
chr7	76226193	rs11770797	chr7	76225855	76226380	Blood protein levels	28240269	NR	SRRM3	rs11770797-?	intron_variant	NR	2e-6	GCST004365	FALSE
chr19	40777460	rs2233159	chr19	40777334	40778685	Blood protein levels	28240269	NR	MIA-RAB4B, MIA	rs2233159-?	3_prime_UTR_variant	NR	1e-69	GCST004365	FALSE
chr8	21616538	rs10503709	chr8	21616255	21616756	Blood protein levels	28240269	Intergenic	LOC101929172 - LOC107986922	rs10503709-C	intergenic_variant	0.4400202	5e-11	GCST004365	FALSE
chr9	117565122	rs1159787	chr9	117564798	117565299	Blood protein levels	28240269	Intergenic	LOC105376242 - LOC101928797	rs1159787-T	intergenic_variant	0.2088353	8e-11	GCST004365	FALSE
chr7	93922116	rs4262	chr7	93921811	93922312	Heart rate variability traits (SDNN)	28613276	GNG11	LOC105375402, GNG11	rs4262-C	5_prime_UTR_variant	0.389763	4e-17	GCST004734	FALSE
chr7	93922116	rs4262	chr7	93921811	93922312	Heart rate variability traits (pvRSA/HF)	28613276	GNG11	LOC105375402, GNG11	rs4262-C	5_prime_UTR_variant	0.3882	2e-11	GCST004732	FALSE
chr7	121779076	rs147560684	chr7	121778930	121779431	Lung adenocarcinoma	28604730	FAM3C, PTPRZ1	RN7SKP277 - PNPT1P2	rs147560684-G	intergenic_variant	0.93914972	3e-6	GCST004744	FALSE
chr6	88266258	rs16880441	chr6	88266119	88266635	Conduct disorder (maternal expressed emotions interaction)	18846501	intergenic	RPS14P9 - ACTBP8	rs16880441-G	intergenic_variant	0.08	9e-6	GCST000245	FALSE
chr5	59037981	rs4700319	chr5	59037955	59038456	Cognitive function	28808816	PDE4D	PDE4D	rs4700319-?	intron_variant	NA	6e-6	GCST004823	FALSE
chr5	59037981	rs4700319	chr5	59037955	59038456	Post bronchodilator FEV1/FVC ratio	26634245	PDE4D	PDE4D	rs4700319-T	intron_variant	0.228	2e-6	GCST003264	FALSE
chr4	171746185	rs147039784	chr4	171746018	171746519	Itch intensity from mosquito bite adjusted by bite size	28199695	Intergenic	LOC105377536 - LOC441052	rs147039784-G	intergenic_variant	NR	2e-6	GCST004865	FALSE
chr2	55617974	rs10200159	chr2	55617355	55618168	Vitiligo	27723757	PPP4R3B	LOC107985885	rs10200159-C	non_coding_transcript_exon_variant	0.05655	4e-19	GCST004785	FALSE
chr6	166956742	rs2247314	chr6	166956344	166956952	Vitiligo	27723757	RNASET2, FGFR1OP, CCR6	RNASET2 - LOC105378120	rs2247314-T	intron_variant	0.6658	2e-18	GCST004785	FALSE
chr2	9262859	rs2666218	chr2	9262494	9262995	Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)	26974007	ASAP2	ASAP2	rs2666218-?	intron_variant	NR	9e-10	GCST005537	FALSE
chr5	10689450	rs3776414	chr5	10689224	10689725	Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)	26974007	DAP	DAP	rs3776414-?	intron_variant	NR	6e-9	GCST005537	FALSE
chr5	10689450	rs3776414	chr5	10689224	10689725	Inflammatory bowel disease	26192919	NR	DAP	rs3776414-?	intron_variant	NR	3e-14	GCST003043	FALSE
chr2	24435925	rs1545257	chr2	24435433	24435963	Sjögren's syndrome	24097067	ITSN2	LOC105374329	rs1545257-C	regulatory_region_variant	0.52	2e-6	GCST004879	FALSE
chr6	31272025	rs116108880	chr6	31271946	31272451	IgG galactosylation phenotypes (multivariate analysis)	28878392	HLA-B, HLA-C	HLA-C	rs116108880-G	missense_variant	0.6	8e-10	GCST004927	FALSE
chr16	11100223	rs3862469	chr16	11099775	11100672	Alopecia areata	25608926	CIITA, DEXI, CLEC16A	CLEC16A	rs3862469-C	intron_variant	NR	2e-7	GCST004866	FALSE
chr7	142769934	rs147767607	chr7	142769782	142770283	Alcoholic chronic pancreatitis	28754779	PRSS3P2, RSS3P1, WBP1LP1, TRBJ2-1, TRBJ2-2, TRBJ2-2P, TRBJ2-3, PRSS1, TRBJ2-4, TRBJ2-5, TRBJ2-6, TRBJ2-7, TRBC2, TRBV29-1, TRBV30, PGBD4P1, TRBV28	TRB	rs147767607-?	intron_variant	NA	1e-17	GCST004860	FALSE
chr7	142776454	rs149506335	chr7	142776059	142776731	Alcoholic chronic pancreatitis	28754779	PRSS3P2, WBP1LP1, TRBJ2-1, TRBJ2-2, TRBJ2-2P, TRBJ2-3, TRBJ2-4, TRBJ2-5, TRBJ2-6, TRBJ2-7, PRSS3P1, TRBC2, PRSS1, TRBV30, TRBV29-1	TRB	rs149506335-?	TF_binding_site_variant	NA	2e-18	GCST004860	FALSE
chr10	119029751	rs186808650	chr10	119029056	119029978	Alcoholic chronic pancreatitis	28754779	NANOS1, EIF3A, SNORA19, FAM45A	NANOS1	rs186808650-?	5_prime_UTR_variant	NA	6e-6	GCST004860	FALSE
chr13	106535786	rs74576663	chr13	106535408	106536092	Ankle injury	28957384	NR	EFNB2 - ARGLU1	rs74576663-G	regulatory_region_variant	NR	5e-6	GCST004952	FALSE
chr3	181700413	rs34308817	chr3	181700380	181700883	Ankle injury	28957384	NR	SOX2-OT	rs34308817-T	intron_variant	NR	2e-6	GCST004952	FALSE
chr9	14247347	rs13286037	chr9	14247268	14247787	Ankle injury	28957384	NFIB	NFIB	rs13286037-A	intron_variant	0.025	5e-8	GCST004952	FALSE
chr10	8053377	rs2275806	chr10	8053227	8053728	Rheumatoid arthritis	23143596	GATA3	GATA3, GATA3-AS1	rs2275806-G	non_coding_transcript_exon_variant	0.41	7e-8	GCST005569	FALSE
chr10	8053377	rs2275806	chr10	8053227	8053728	Rheumatoid arthritis (ACPA-positive)	23143596	GATA3	GATA3, GATA3-AS1	rs2275806-G	non_coding_transcript_exon_variant	0.41	5e-8	GCST005568	FALSE
chr11	18705901	rs1867877	chr11	18705812	18706714	Risky sexual behaviors (alcohol dependence interaction)	28990359	NR	IGSF22	rs1867877-?	missense_variant	0.9489	2e-9	GCST004956	FALSE
chr10	102245653	rs2296887	chr10	102245007	102245766	Parkinson's disease	28892059	NR	GBF1	rs2296887-C	5_prime_UTR_variant	NR	2e-7	GCST004902	FALSE
chr9	17579692	rs13294100	chr9	17579411	17579924	Parkinson's disease	28892059	SH3GL2	SH3GL2	rs13294100-G	intron_variant	0.629	5e-13	GCST004902	FALSE
chr12	56041720	rs705705	chr12	56041409	56042404	Type 1 diabetes	25751624	IKZF4	LOC105369780	rs705705-C	non_coding_transcript_exon_variant	0.34	4e-32	GCST005536	FALSE
chr16	11257354	rs193778	chr16	11257174	11257700	Type 1 diabetes	25751624	DEXI	LOC105371082	rs193778-G	intron_variant	0.25	4e-10	GCST005536	FALSE
chr17	78187152	rs144204502	chr17	78186980	78187588	Mean corpuscular hemoglobin	27863252	TK1	TK1, AFMID	rs144204502-T	5_prime_UTR_variant	0.0129	3e-10	GCST004630	FALSE
chr17	78187152	rs144204502	chr17	78186980	78187588	Mean corpuscular volume	27863252	TK1	TK1, AFMID	rs144204502-T	5_prime_UTR_variant	0.0129	1e-12	GCST004602	FALSE
chr17	78187152	rs144204502	chr17	78186980	78187588	Red cell distribution width	27863252	TK1	TK1, AFMID	rs144204502-T	5_prime_UTR_variant	0.0129	3e-15	GCST004621	FALSE
chr19	32581163	rs10402931	chr19	32580753	32581373	Mean corpuscular hemoglobin	27863252	PDCD5	PDCD5	rs10402931-A	5_prime_UTR_variant	0.679	1e-17	GCST004630	FALSE
chr1	231422308	rs533281866	chr1	231422026	231422924	Red blood cell count	27863252	EGLN1	EGLN1	rs533281866-C	5_prime_UTR_variant	0.0215	8e-20	GCST004601	FALSE
chr1	231422308	rs533281866	chr1	231422026	231422924	Hematocrit	27863252	EGLN1	EGLN1	rs533281866-C	5_prime_UTR_variant	0.0215	8e-25	GCST004604	FALSE
chr1	231422308	rs533281866	chr1	231422026	231422924	Hemoglobin concentration	27863252	EGLN1	EGLN1	rs533281866-C	5_prime_UTR_variant	0.0215	2e-24	GCST004615	FALSE
chr4	87123184	rs13108043	chr4	87123133	87123682	Red blood cell count	27863252	AFF1	AFF1	rs13108043-A	intron_variant	0.1876	1e-11	GCST004601	FALSE
chr5	34504277	rs6880621	chr5	34503572	34504471	Red blood cell count	27863252	intergenic	LOC100132524 - LOC105374721	rs6880621-A	intergenic_variant	0.5302	4e-9	GCST004601	FALSE
chr6	43774889	rs833070	chr6	43774657	43775171	Red blood cell count	27863252	VEGFA	VEGFA	rs833070-C	non_coding_transcript_exon_variant	0.4996	3e-16	GCST004601	FALSE
chr6	43774889	rs833070	chr6	43774657	43775171	Hematocrit	27863252	VEGFA	VEGFA	rs833070-C	non_coding_transcript_exon_variant	0.4996	3e-22	GCST004604	FALSE
chr6	43774889	rs833070	chr6	43774657	43775171	Hemoglobin concentration	27863252	VEGFA	VEGFA	rs833070-C	non_coding_transcript_exon_variant	0.4996	1e-20	GCST004615	FALSE
chr12	120725715	rs2239760	chr12	120725511	120726019	Red blood cell count	27863252	RP11-173P15.5, ACADS	UNC119B - ACADS	rs2239760-A	regulatory_region_variant	0.3969	6e-23	GCST004601	FALSE
chr18	48680897	rs78415359	chr18	48680795	48681296	Red blood cell count	27863252	CTIF, RP11-426J5.2	CTIF, LOC105372107	rs78415359-A	intron_variant	0.0324	2e-10	GCST004601	FALSE
chr1	161749589	rs953301	chr1	161749468	161750516	Left atrial antero-posterior diameter	28394258	NR	RN7SL466P - DUSP12	rs953301-A	regulatory_region_variant	0.0381	8e-6	GCST004647	FALSE
chr12	53046995	rs73099903	chr12	53046805	53047810	Systolic blood pressure	28739976	LOC283335	TNS2, LOC283335	rs73099903-T	5_prime_UTR_variant	0.074	8e-8	GCST004776	FALSE
chr7	101856650	rs139141690	chr7	101856349	101856850	Reticulocyte fraction of red cells	27863252	CUX1	CUX1	rs139141690-A	intron_variant	0.0053	2e-9	GCST004619	FALSE
chr7	101856650	rs139141690	chr7	101856349	101856850	Mean platelet volume	27863252	CUX1	CUX1	rs139141690-A	intron_variant	0.005	2e-32	GCST004599	FALSE
chr7	101856650	rs139141690	chr7	101856349	101856850	Reticulocyte count	27863252	CUX1	CUX1	rs139141690-A	intron_variant	0.0052	2e-9	GCST004622	FALSE
chr7	101856650	rs139141690	chr7	101856349	101856850	Plateletcrit	27863252	CUX1	CUX1	rs139141690-A	intron_variant	0.005	4e-12	GCST004607	FALSE
chr7	101856650	rs139141690	chr7	101856349	101856850	Platelet distribution width	27863252	CUX1	CUX1	rs139141690-A	intron_variant	0.005	7e-34	GCST004616	FALSE
chr5	52801055	rs1499280	chr5	52800555	52801239	Reticulocyte fraction of red cells	27863252	PELO	PELO, ITGA1	rs1499280-A	missense_variant	0.9186	5e-33	GCST004619	FALSE
chr5	52801055	rs1499280	chr5	52800555	52801239	Immature fraction of reticulocytes	27863252	PELO	PELO, ITGA1	rs1499280-A	missense_variant	0.9186	6e-20	GCST004628	FALSE
chr5	52801055	rs1499280	chr5	52800555	52801239	Reticulocyte count	27863252	PELO	PELO, ITGA1	rs1499280-A	missense_variant	0.9186	1e-31	GCST004622	FALSE
chr5	52801055	rs1499280	chr5	52800555	52801239	High light scatter reticulocyte count	27863252	PELO	PELO, ITGA1	rs1499280-A	missense_variant	0.9186	1e-33	GCST004611	FALSE
chr5	52801055	rs1499280	chr5	52800555	52801239	High light scatter reticulocyte percentage of red cells	27863252	PELO	PELO, ITGA1	rs1499280-A	missense_variant	0.9186	2e-34	GCST004612	FALSE
chr19	913048	rs1683587	chr19	912957	913458	Reticulocyte fraction of red cells	27863252	R3HDM4	R3HDM4	rs1683587-C	intron_variant	0.5151	9e-31	GCST004619	FALSE
chr19	913048	rs1683587	chr19	912957	913458	Immature fraction of reticulocytes	27863252	R3HDM4	R3HDM4	rs1683587-C	intron_variant	0.5151	2e-37	GCST004628	FALSE
chr19	913048	rs1683587	chr19	912957	913458	Reticulocyte count	27863252	R3HDM4	R3HDM4	rs1683587-C	intron_variant	0.5151	4e-31	GCST004622	FALSE
chr19	913048	rs1683587	chr19	912957	913458	High light scatter reticulocyte count	27863252	R3HDM4	R3HDM4	rs1683587-C	intron_variant	0.5151	7e-43	GCST004611	FALSE
chr19	913048	rs1683587	chr19	912957	913458	High light scatter reticulocyte percentage of red cells	27863252	R3HDM4	R3HDM4	rs1683587-C	intron_variant	0.5151	5e-42	GCST004612	FALSE
chr19	48872268	rs17272694	chr19	48872029	48872631	Reticulocyte fraction of red cells	27863252	PLEKHA4, PPP1R15A	PLEKHA4 - PPP1R15A	rs17272694-T	regulatory_region_variant	0.0296	3e-15	GCST004619	FALSE
chr19	48872268	rs17272694	chr19	48872029	48872631	Reticulocyte count	27863252	PLEKHA4, PPP1R15A	PLEKHA4 - PPP1R15A	rs17272694-T	regulatory_region_variant	0.0295	1e-12	GCST004622	FALSE
chr19	48872268	rs17272694	chr19	48872029	48872631	High light scatter reticulocyte count	27863252	PLEKHA4, PPP1R15A	PLEKHA4 - PPP1R15A	rs17272694-T	regulatory_region_variant	0.0295	6e-13	GCST004611	FALSE
chr19	48872268	rs17272694	chr19	48872029	48872631	High light scatter reticulocyte percentage of red cells	27863252	PLEKHA4, PPP1R15A	PLEKHA4 - PPP1R15A	rs17272694-T	regulatory_region_variant	0.0295	1e-14	GCST004612	FALSE
chr19	1164199	rs35971149	chr19	1164100	1164743	Reticulocyte fraction of red cells	27863252	SBNO2	LOC102723798, SBNO2	rs35971149-C	intron_variant	0.3099	3e-17	GCST004619	FALSE
chr19	1164199	rs35971149	chr19	1164100	1164743	Immature fraction of reticulocytes	27863252	SBNO2	LOC102723798, SBNO2	rs35971149-C	intron_variant	0.3099	1e-16	GCST004628	FALSE
chr19	1164199	rs35971149	chr19	1164100	1164743	Reticulocyte count	27863252	SBNO2	LOC102723798, SBNO2	rs35971149-C	intron_variant	0.31	6e-15	GCST004622	FALSE
chr19	1164199	rs35971149	chr19	1164100	1164743	High light scatter reticulocyte count	27863252	SBNO2	LOC102723798, SBNO2	rs35971149-C	intron_variant	0.3099	5e-21	GCST004611	FALSE
chr19	1164199	rs35971149	chr19	1164100	1164743	High light scatter reticulocyte percentage of red cells	27863252	SBNO2	LOC102723798, SBNO2	rs35971149-C	intron_variant	0.3099	3e-22	GCST004612	FALSE
chr1	55826667	rs3935996	chr1	55825681	55826705	Reticulocyte fraction of red cells	27863252	RP11-90C4.1	LOC105378740	rs3935996-A	intron_variant	0.4931	5e-24	GCST004619	FALSE
chr1	55826667	rs3935996	chr1	55825681	55826705	Immature fraction of reticulocytes	27863252	RP11-90C4.1	LOC105378740	rs3935996-A	intron_variant	0.4932	1e-22	GCST004628	FALSE
chr1	55826667	rs3935996	chr1	55825681	55826705	High light scatter reticulocyte count	27863252	RP11-90C4.1	LOC105378740	rs3935996-A	intron_variant	0.4931	7e-30	GCST004611	FALSE
chr1	55826667	rs3935996	chr1	55825681	55826705	High light scatter reticulocyte percentage of red cells	27863252	RP11-90C4.1	LOC105378740	rs3935996-A	intron_variant	0.4931	1e-31	GCST004612	FALSE
chr6	16322747	rs557966248	chr6	16322521	16323022	Reticulocyte fraction of red cells	27863252	ATXN1	ATXN1	rs557966248-T	intron_variant	0.0016	7e-14	GCST004619	FALSE
chr6	16322747	rs557966248	chr6	16322521	16323022	Reticulocyte count	27863252	ATXN1	ATXN1	rs557966248-T	intron_variant	0.0016	4e-12	GCST004622	FALSE
chr6	16322747	rs557966248	chr6	16322521	16323022	High light scatter reticulocyte count	27863252	ATXN1	ATXN1	rs557966248-T	intron_variant	0.0016	2e-11	GCST004611	FALSE
