snp_chr	snp_pos	snp	peak_chr	peak_start	peak_end	disease.trait	pubmedid	reported.gene.s.	mapped_gene	strongest.snp.risk.allele	context	risk.allele.frequency	p.value	study.accession	Multiple
chr19	1164199	rs35971149	chr19	1164054	1164554	Reticulocyte fraction of red cells	27863252	SBNO2	LOC102723798, SBNO2	rs35971149-C	intron_variant	0.3099	3e-17	GCST004619	FALSE
chr19	1164199	rs35971149	chr19	1164054	1164554	Immature fraction of reticulocytes	27863252	SBNO2	LOC102723798, SBNO2	rs35971149-C	intron_variant	0.3099	1e-16	GCST004628	FALSE
chr19	1164199	rs35971149	chr19	1164054	1164554	Reticulocyte count	27863252	SBNO2	LOC102723798, SBNO2	rs35971149-C	intron_variant	0.31	6e-15	GCST004622	FALSE
chr19	1164199	rs35971149	chr19	1164054	1164554	High light scatter reticulocyte count	27863252	SBNO2	LOC102723798, SBNO2	rs35971149-C	intron_variant	0.3099	5e-21	GCST004611	FALSE
chr19	1164199	rs35971149	chr19	1164054	1164554	High light scatter reticulocyte percentage of red cells	27863252	SBNO2	LOC102723798, SBNO2	rs35971149-C	intron_variant	0.3099	3e-22	GCST004612	FALSE
chr1	55826667	rs3935996	chr1	55826227	55826727	Reticulocyte fraction of red cells	27863252	RP11-90C4.1	LOC105378740	rs3935996-A	intron_variant	0.4931	5e-24	GCST004619	FALSE
chr1	55826667	rs3935996	chr1	55826227	55826727	Immature fraction of reticulocytes	27863252	RP11-90C4.1	LOC105378740	rs3935996-A	intron_variant	0.4932	1e-22	GCST004628	FALSE
chr1	55826667	rs3935996	chr1	55826227	55826727	High light scatter reticulocyte count	27863252	RP11-90C4.1	LOC105378740	rs3935996-A	intron_variant	0.4931	7e-30	GCST004611	FALSE
chr1	55826667	rs3935996	chr1	55826227	55826727	High light scatter reticulocyte percentage of red cells	27863252	RP11-90C4.1	LOC105378740	rs3935996-A	intron_variant	0.4931	1e-31	GCST004612	FALSE
chr10	79282718	rs1250573	chr10	79282713	79283213	Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)	26974007	ZMIZ1	ZMIZ1	rs1250573-?	intron_variant	NR	2e-22	GCST005537	FALSE
chr8	69663895	rs4738017	chr8	69663707	69664207	Cervical cancer	28806749	SULF1, SLCO5A1	SULF1 - SLCO5A1	rs4738017-G	regulatory_region_variant	NR	7e-6	GCST004833	FALSE
chr17	7703404	rs7640	chr17	7703379	7703879	Cognitive function	28093568	WRAP53	WRAP53	rs7640-?	missense_variant	NR	7e-7	GCST004077	FALSE
chr17	57834081	rs1443267	chr17	57834003	57834503	Obstetric antiphospholipid syndrome	28424481	MRPS23	LOC105371839	rs1443267-A	intron_variant	0.13	3e-6	GCST004227	FALSE
chr16	67424348	rs6499129	chr16	67424188	67424688	Waist-to-hip ratio adjusted for body mass index	28430825	HSD11B2, ZDHHC1	ZDHHC1 - HSD11B2	rs6499129-A	intergenic_variant	0.434	5e-8	GCST004518	FALSE
chr3	166498515	rs73161363	chr3	166498440	166498940	Facial morphology (factor 10, width of nasal floor)	28441456	NR	LOC100420620 - RN7SKP298	rs73161363-T	intergenic_variant	0.04656	5e-7	GCST004314	FALSE
chr18	11872893	rs12456112	chr18	11872434	11872934	Facial morphology (factor 14, intercanthal width)	28441456	NR	GNAL	rs12456112-G	intron_variant	0.02866	2e-6	GCST004318	FALSE
chr2	2517476	rs1706867	chr2	2517069	2517569	Facial morphology (factor 14, intercanthal width)	28441456	NR	LOC105373389 - LOC107985839	rs1706867-G	intergenic_variant	0.4629	4e-6	GCST004318	FALSE
chr7	105644232	rs17150689	chr7	105643877	105644377	Facial morphology (factor 14, intercanthal width)	28441456	NR	ATXN7L1	rs17150689-C	intron_variant	0.0149	9e-7	GCST004318	FALSE
chr22	21630090	rs3747093	chr22	21629863	21630363	Systemic lupus erythematosus	26502338	UBE2L3	YDJC	rs3747093-A	regulatory_region_variant	NA	3e-13	GCST003156	FALSE
chr22	21630090	rs3747093	chr22	21629863	21630363	Mean corpuscular hemoglobin	29403010	YDJC	YDJC	rs3747093-?	regulatory_region_variant	NR	3e-10	GCST005993	FALSE
chr6	35066077	rs820077	chr6	35065841	35066341	Systemic lupus erythematosus	26502338	UHRF1BP1	ANKS1A	rs820077-G	intron_variant	NA	1e-8	GCST003156	FALSE
chr17	46286843	rs2732614	chr17	46286595	46287095	Sense of smell	26632684	KIAA1267, LRRC37	ARL17B, LRRC37A	rs2732614-T	intron_variant	0.2	7e-6	GCST003174	FALSE
chr1	246689898	rs6413860	chr1	246689443	246689943	Gut microbiome composition (summer)	26528553	NR	LOC102724382	rs6413860-?	intergenic_variant	NR	2e-6	GCST003221	FALSE
chr3	157831833	rs139873132	chr3	157831334	157831834	Post bronchodilator FEV1	26634245	Intergenic	PQLC2L - RN7SKP46	rs139873132-T	intergenic_variant	0.984	1e-6	GCST003262	FALSE
chr15	78437971	rs17483548	chr15	78437862	78438362	Post bronchodilator FEV1	26634245	Intergenic	LOC105370912 - IREB2	rs17483548-A	intron_variant	0.336	3e-13	GCST003262	FALSE
chr15	78437971	rs17483548	chr15	78437862	78438362	Post bronchodilator FEV1/FVC ratio	26634245	Intergenic	LOC105370912 - IREB2	rs17483548-A	intron_variant	0.332	3e-12	GCST003264	FALSE
chr15	78437971	rs17483548	chr15	78437862	78438362	Post bronchodilator FEV1/FVC ratio in COPD	26634245	Intergenic	LOC105370912 - IREB2	rs17483548-A	intron_variant	0.386	3e-6	GCST003265	FALSE
chr4	144537332	rs11936476	chr4	144537022	144537522	Post bronchodilator FEV1	26634245	Intergenic	LOC105377462	rs11936476-T	intergenic_variant	0.634	1e-13	GCST003262	FALSE
chr4	144537332	rs11936476	chr4	144537022	144537522	Post bronchodilator FEV1/FVC ratio	26634245	Intergenic	LOC105377462	rs11936476-T	intergenic_variant	0.636	1e-17	GCST003264	FALSE
chr4	144537332	rs11936476	chr4	144537022	144537522	Post bronchodilator FEV1/FVC ratio in COPD	26634245	Intergenic	LOC105377462	rs11936476-T	intergenic_variant	0.614	3e-6	GCST003265	FALSE
chr15	78540490	rs3813570	chr15	78540150	78540911	Post bronchodilator FEV1	26634245	PSMA4	PSMA4	rs3813570-T	5_prime_UTR_variant	0.78	1e-8	GCST003262	FALSE
chr15	78540490	rs3813570	chr15	78540150	78540911	Post bronchodilator FEV1/FVC ratio	26634245	PSMA4	PSMA4	rs3813570-T	5_prime_UTR_variant	0.779	2e-6	GCST003264	FALSE
chr15	78482334	rs10851906	chr15	78482289	78482789	Post bronchodilator FEV1	26634245	IREB2	IREB2	rs10851906-A	intron_variant	0.811	2e-7	GCST003262	FALSE
chr15	78482334	rs10851906	chr15	78482289	78482789	Post bronchodilator FEV1/FVC ratio	26634245	IREB2	IREB2	rs10851906-A	intron_variant	0.812	4e-6	GCST003264	FALSE
chr10	80505515	rs9633740	chr10	80505492	80505992	Post bronchodilator FEV1	26634245	TSPAN14	TSPAN14	rs9633740-A	intron_variant	0.187	2e-6	GCST003262	FALSE
chr4	23949395	rs12501032	chr4	23949165	23949665	Resting heart rate	27798624	PPARGC1A	PPARGC1A	rs12501032-G	intergenic_variant	0.31	2e-15	GCST003818	FALSE
chr4	23949395	rs12501032	chr4	23949165	23949665	Gout	22179738	PPARGC1	PPARGC1A	rs12501032-?	intergenic_variant	NA	1e-7	GCST001356	FALSE
chr1	223684349	rs12137025	chr1	223684131	223684631	Carotenoid levels (alpha-carotene)	28002826	CAPN8, CAPN2	LOC105373281	rs12137025-C	regulatory_region_variant	0.07	4e-8	GCST003938	FALSE
chr10	124849256	rs11245387	chr10	124849092	124849592	Response to bronchodilator in chronic obstructive pulmonary disease (change in FEV1)	26503814	FAM175B	FAM175B - NPM1P31	rs11245387-T	intergenic_variant	0.4	3e-7	GCST003830	FALSE
chr17	55296189	rs11079159	chr17	55295853	55296353	QRS duration	27659466	NR	HLF	rs11079159-?	intron_variant	NR	6e-7	GCST003844	FALSE
chr15	74598640	rs62005807	chr15	74598177	74598677	Caffeine metabolism (plasma 1,3,7-trimethylxanthine (caffeine) level)	27702941	ARID3B, CLK3, EDC3, CYP1A1	CLK3	rs62005807-C	non_coding_transcript_exon_variant	0.11	3e-9	GCST003846	FALSE
chr15	74598640	rs62005807	chr15	74598177	74598677	Caffeine metabolism (plasma 1,7-dimethylxanthine (paraxanthine) to 1,3,7-trimethylxanthine (caffeine) ratio)	27702941	CLK3, ARID3B, EDC3, CYP1A1	CLK3	rs62005807-C	non_coding_transcript_exon_variant	0.11	3e-11	GCST003851	FALSE
chr3	50396536	rs2282752	chr3	50396457	50396957	Age at voice drop	27182965	CACNA2D2	CACNA2D2	rs2282752-?	intron_variant	NR	4e-7	GCST003994	FALSE
chr8	11427626	rs12156238	chr8	11427157	11427657	Cisplatin-induced ototoxicity	28039263	FAM167A	FAM167A-AS1, FAM167A	rs12156238-C	intron_variant	NR	5e-7	GCST003898	FALSE
chr1	177796886	rs75608493	chr1	177796817	177797317	Schizophrenia	26198764	NR	LOC101928778 - SEC16B	rs75608493-C	regulatory_region_variant	NR	3e-7	GCST003048	FALSE
chr11	134426490	rs893949	chr11	134426053	134426553	Schizophrenia	26198764	NR	B3GAT1 - LOC283177	rs893949-C	intergenic_variant	NR	5e-7	GCST003048	FALSE
chr8	138953555	rs36056951	chr8	138953130	138953630	Cerebrospinal T-tau levels	26252872	COL22A1, KCNK9	COL22A1 - KCNK9	rs36056951-C	intergenic_variant	0.03	4e-7	GCST003070	FALSE
chr8	138953555	rs36056951	chr8	138953130	138953630	Cerebrospinal fluid t-tau:AB1-42 ratio	26252872	COL22A1, KCNK9	COL22A1 - KCNK9	rs36056951-C	intergenic_variant	0.03	4e-6	GCST003079	FALSE
chr20	41147406	rs760762	chr20	41147100	41147600	Age-related disease endophenotypes	27790247	NR	PLCG1	rs760762-?	intron_variant	NR	4e-8	GCST004046	FALSE
chr20	41147406	rs760762	chr20	41147100	41147600	Age-related diseases, mortality and associated endophenotypes	27790247	NR	PLCG1	rs760762-?	intron_variant	NR	7e-7	GCST004045	FALSE
chr5	170389767	rs75070487	chr5	170389461	170389961	Response to paliperidone in schizophrenia (negative Marder score)	27846195	NA	CTD-2270F17.1, KCNIP1	rs75070487-G	intron_variant	NR	2e-7	GCST004041	FALSE
chr6	15691547	rs59112743	chr6	15691208	15691708	Multiple keratinocyte cancers	28081215	intergenic	LOC102724520	rs59112743-A	regulatory_region_variant	NR	3e-6	GCST004134	FALSE
chr1	107793911	rs17020055	chr1	107793898	107794398	Hypothyroidism	27182965	VAV3	VAV3	rs17020055-?	intron_variant	NR	3e-22	GCST003988	FALSE
chr6	104940530	rs7766336	chr6	104940287	104940787	Menarche (age at onset)	27182965	HACE1, LIN28B	LIN28B	rs7766336-?	intron_variant	NR	4e-57	GCST003993	FALSE
chr4	80285223	rs4690116	chr4	80285041	80285541	Male-pattern baldness	27182965	FGF5	FGF5	rs4690116-?	intron_variant	NR	6e-9	GCST003983	FALSE
chr10	105647558	rs144529734	chr10	105647319	105647819	3-hydroxypropylmercapturic acid levels in smokers	26053186	NR	LOC107984266	rs144529734-?	intergenic_variant	NR	6e-8	GCST002956	FALSE
chr12	117495695	rs137949660	chr12	117495215	117495715	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	26053186	NR	KSR2	rs137949660-?	intron_variant	NR	1e-6	GCST002957	FALSE
chr1	230136877	rs11807834	chr1	230136576	230137076	Schizophrenia	26198764	NR	GALNT2	rs11807834-A	intron_variant	NR	8e-7	GCST003048	FALSE
chr1	155017821	rs2242194	chr1	155017415	155017915	Schizophrenia	26198764	NR	ZBTB7B	rs2242194-G	3_prime_UTR_variant	NR	2e-6	GCST003048	FALSE
chr8	27470504	rs2565065	chr8	27470369	27470869	Schizophrenia	26198764	NR	CHRNA2	rs2565065-A	intron_variant	NR	2e-7	GCST003048	FALSE
chr11	102810218	rs470530	chr11	102809939	102810439	Post bronchodilator FEV1/FVC ratio in COPD	26634245	LOC100288077	WTAPP1	rs470530-A	intron_variant	0.115	2e-6	GCST003265	FALSE
chr11	102810218	rs470530	chr11	102809939	102810439	Post bronchodilator FEV1/FVC ratio	26634245	LOC100288077	WTAPP1	rs470530-A	intron_variant	0.114	2e-7	GCST003264	FALSE
chr2	170814980	rs45593035	chr2	170814802	170815302	Post bronchodilator FEV1/FVC ratio in COPD	26634245	Intergenic	GAD1	rs45593035-A	intron_variant	0.99	3e-6	GCST003265	FALSE
chr6	53391282	rs147558739	chr6	53391094	53391594	Post bronchodilator FEV1/FVC ratio in COPD	26634245	Intergenic	LOC100130403 - RN7SKP256	rs147558739-T	intergenic_variant	0.998	4e-6	GCST003265	FALSE
chr15	78540694	rs57064725	chr15	78540150	78540911	Post bronchodilator FEV1	26634245	PSMA4	PSMA4	rs57064725-A	non_coding_transcript_exon_variant	0.273	6e-7	GCST003262	FALSE
chr10	80494228	rs6586028	chr10	80494015	80494515	Post bronchodilator FEV1	26634245	TSPAN14	TSPAN14	rs6586028-T	intron_variant	0.81	4e-6	GCST003262	FALSE
chr15	78437910	rs2656070	chr15	78437862	78438362	Post bronchodilator FEV1	26634245	Intergenic	LOC105370912 - IREB2	rs2656070-A	intron_variant	0.177	5e-7	GCST003262	FALSE
chr4	144453608	rs6828795	chr4	144453273	144453773	Post bronchodilator FEV1	26634245	Intergenic	LOC105377462	rs6828795-T	intergenic_variant	0.281	6e-9	GCST003262	FALSE
chr4	144453608	rs6828795	chr4	144453273	144453773	Post bronchodilator FEV1/FVC ratio	26634245	Intergenic	LOC105377462	rs6828795-T	intergenic_variant	0.279	9e-12	GCST003264	FALSE
chr1	108041481	rs12409794	chr1	108041189	108041689	Post bronchodilator FEV1	26634245	Intergenic	VAV3-AS1 - LOC107985124	rs12409794-A	intron_variant	0.09	7e-8	GCST003262	FALSE
chr1	108041481	rs12409794	chr1	108041189	108041689	Post bronchodilator FEV1/FVC ratio	26634245	Intergenic	VAV3-AS1 - LOC107985124	rs12409794-A	intron_variant	0.089	4e-6	GCST003264	FALSE
chr13	36029824	rs140979249	chr13	36029778	36030278	Post bronchodilator FEV1	26634245	DCLK1	DCLK1	rs140979249-G	intron_variant	0.989	4e-6	GCST003262	FALSE
chr12	32657825	rs181609621	chr12	32657503	32658003	Post bronchodilator FEV1	26634245	Intergenic	FGD4 - DNM1L	rs181609621-C	regulatory_region_variant	1.0	3e-6	GCST003262	FALSE
chr6	169069612	rs62435770	chr6	169069291	169069791	Loneliness	27629369	SMOC2, LINC01615	LOC102724357 - LOC101929484	rs62435770-?	regulatory_region_variant	NR	3e-6	GCST003771	FALSE
chr6	155327445	rs9397240	chr6	155327432	155327932	Life satisfaction	27089181	NR	TFB1M - NOX3	rs9397240-C	regulatory_region_variant	0.8071	6e-6	GCST003767	FALSE
chr15	38627763	rs59659806	chr15	38627674	38628174	Depression	27089181	NR	LOC107984725 - LOC105370775	rs59659806-T	intergenic_variant	NR	5e-6	GCST003769	FALSE
chr2	58429583	rs62140779	chr2	58429413	58429913	Neuroticism	27089181	NR	LOC105374744 - LOC644456	rs62140779-T	intron_variant	0.824	1e-6	GCST003770	FALSE
chr1	64848529	rs114269697	chr1	64848040	64848540	Sum eosinophil basophil counts	27863252	JAK1	JAK1	rs114269697-A	intron_variant	0.0139	3e-11	GCST004624	FALSE
chr2	65429835	rs7569084	chr2	65429752	65430252	Sum eosinophil basophil counts	27863252	SPRED2	SPRED2	rs7569084-T	intron_variant	0.5838	4e-9	GCST004624	FALSE
chr1	108200437	rs663045	chr1	108200102	108200602	Sum neutrophil eosinophil counts	27863252	SLC25A24	SLC25A24 - NBPF4	rs663045-C	5_prime_UTR_variant	0.5334	4e-11	GCST004613	FALSE
chr1	108200437	rs663045	chr1	108200102	108200602	Sum basophil neutrophil counts	27863252	SLC25A24	SLC25A24 - NBPF4	rs663045-C	5_prime_UTR_variant	0.5334	6e-11	GCST004620	FALSE
chr1	108200437	rs663045	chr1	108200102	108200602	Granulocyte count	27863252	SLC25A24	SLC25A24 - NBPF4	rs663045-C	5_prime_UTR_variant	0.5334	5e-11	GCST004614	FALSE
chr1	108200437	rs663045	chr1	108200102	108200602	Granulocyte percentage of myeloid white cells	27863252	SLC25A24	SLC25A24 - NBPF4	rs663045-C	5_prime_UTR_variant	0.5335	4e-10	GCST004608	FALSE
chr1	108200437	rs663045	chr1	108200102	108200602	Neutrophil count	27863252	SLC25A24	SLC25A24 - NBPF4	rs663045-C	5_prime_UTR_variant	0.5334	7e-11	GCST004629	FALSE
chr1	108200437	rs663045	chr1	108200102	108200602	White blood cell count	27863252	SLC25A24	SLC25A24 - NBPF4	rs663045-C	5_prime_UTR_variant	0.5335	6e-10	GCST004610	FALSE
chr13	49547375	rs1570884	chr13	49547071	49547571	Sum neutrophil eosinophil counts	27863252	RCBTB1	RCBTB1	rs1570884-G	intron_variant	0.7105	5e-10	GCST004613	FALSE
chr13	49547375	rs1570884	chr13	49547071	49547571	Sum basophil neutrophil counts	27863252	RCBTB1	RCBTB1	rs1570884-G	intron_variant	0.7105	2e-9	GCST004620	FALSE
chr13	49547375	rs1570884	chr13	49547071	49547571	Granulocyte count	27863252	RCBTB1	RCBTB1	rs1570884-G	intron_variant	0.7105	7e-10	GCST004614	FALSE
chr13	49547375	rs1570884	chr13	49547071	49547571	Myeloid white cell count	27863252	RCBTB1	RCBTB1	rs1570884-G	intron_variant	0.7105	8e-11	GCST004626	FALSE
chr13	49547375	rs1570884	chr13	49547071	49547571	Neutrophil count	27863252	RCBTB1	RCBTB1	rs1570884-G	intron_variant	0.7105	1e-9	GCST004629	FALSE
chr1	56439852	rs1999537	chr1	56439553	56440053	Sum basophil neutrophil counts	27863252	intergenic	LOC105378744 - PPAP2B	rs1999537-A	intron_variant	0.8977	8e-16	GCST004620	FALSE
chr1	56439852	rs1999537	chr1	56439553	56440053	Lymphocyte percentage of white cells	27863252	intergenic	LOC105378744 - PPAP2B	rs1999537-A	intron_variant	0.8976	4e-22	GCST004632	FALSE
chr1	56439852	rs1999537	chr1	56439553	56440053	Myeloid white cell count	27863252	intergenic	LOC105378744 - PPAP2B	rs1999537-A	intron_variant	0.8977	3e-13	GCST004626	FALSE
chr1	56439852	rs1999537	chr1	56439553	56440053	Neutrophil count	27863252	intergenic	LOC105378744 - PPAP2B	rs1999537-A	intron_variant	0.8977	3e-16	GCST004629	FALSE
chr10	1110225	rs10794720	chr10	1110013	1110513	Chronic kidney disease	20383146	WDR37	WDR37	rs10794720-T	intron_variant	0.08	1e-8	GCST000649	FALSE
chr10	1110225	rs10794720	chr10	1110013	1110513	Glomerular filtration rate in non diabetics (creatinine)	26831199	WDR37	WDR37	rs10794720 -T	intron_variant	NR	5e-8	GCST003401	FALSE
chr7	154471917	rs6977715	chr7	154471836	154472336	Gestational age at birth in premature rupture of membrane-initiated deliveries (maternal effect)	27490719	DPP6	DPP6	rs6977715-A	intron_variant	NA	5e-7	GCST003685	FALSE
chr4	26002024	rs71610881	chr4	26001750	26002250	Response to radiotherapy in prostate cancer (overall toxicity)	27515689	Intergenic	SMIM20 - LOC105374540	rs71610881-A	intergenic_variant	0.06	5e-7	GCST003583	FALSE
chr19	40811274	rs185308415	chr19	40810828	40811328	nicotine metabolite ratio in current smokers	27488534	RAB4B-EGLN2, CYP2A6	CYP2T1P	rs185308415-G	non_coding_transcript_exon_variant	NR	3e-9	GCST003629	FALSE
chr8	103186989	rs75635567	chr8	103186563	103187063	Late-onset Alzheimer's disease	27770636	BAALC	BAALC	rs75635567-T	intron_variant	0.985	5e-6	GCST003815	FALSE
chr11	13335636	rs10832027	chr11	13335188	13335688	C-reactive protein levels or triglyceride levels (pleiotropy)	27286809	ARNTL	ARNTL	rs10832027-A	intron_variant	NR	9e-9	GCST003681	FALSE
chr2	233911933	rs6724624	chr2	233911617	233912117	Migraine without aura	27322543	TRPM8, HJURP	MSL3P1 - TRPM8	rs6724624-?	intergenic_variant	0.8	1e-9	GCST003721	FALSE
chr13	45833902	rs9526114	chr13	45833579	45834079	Pneumococcal bacteremia	27236921	LOC283514	SIAH3	rs9526114-?	intron_variant	NR	6e-6	GCST003649	FALSE
chr1	220879448	rs796495740	chr1	220879040	220879540	Granulocyte percentage of myeloid white cells	27863252	HLX	HLX, HLX-AS1	rs796495740-C	5_prime_UTR_variant	0.3295	8e-13	GCST004608	FALSE
chr1	220879448	rs796495740	chr1	220879040	220879540	Monocyte percentage of white cells	27863252	HLX	HLX, HLX-AS1	rs796495740-C	5_prime_UTR_variant	0.3296	1e-12	GCST004609	FALSE
chr4	9590409	rs189421534	chr4	9590097	9590597	Alzheimer disease and age of onset	26830138	Intergenic	SNRPCP13 - ENPP7P11	rs189421534-A	intergenic_variant	NR	2e-8	GCST003427	FALSE
chr1	168939483	rs10919022	chr1	168939462	168939962	Parental longevity (mother's age at death)	27015805	NR	LINC00970	rs10919022-?	intron_variant	NR	7e-6	GCST003393	FALSE
chr9	30872221	rs75880256	chr9	30872027	30872527	Monokine induced by gamma interferon levels	27989323	NR	RPS26P2 - FTLP4	rs75880256-G	intergenic_variant	NR	4e-6	GCST004435	FALSE
chr3	49094441	rs77440492	chr3	49093983	49094483	Macrophage inflammatory protein 1b levels	27989323	NR	QRICH1 - QARS	rs77440492-C	regulatory_region_variant	NR	7e-15	GCST004433	FALSE
chr14	69023286	rs28535566	chr14	69022988	69023488	Tumor necrosis factor beta levels	27989323	NR	RPS29P1	rs28535566-C	non_coding_transcript_exon_variant	NA	9e-6	GCST004425	FALSE
chr8	55901862	rs1027989	chr8	55901605	55902105	Blood pressure traits (multi-trait analysis)	28498854	EVX1, HOXA cluster	LYN	rs1027989-G	intron_variant	NR	7e-7	GCST004388	FALSE
chr11	116742944	rs12280753	chr11	116742728	116743228	Cardiovascular risk factors (age interaction)	20838585	CADM1, APOA5, BUD13	LOC101929011 - BUD13	rs12280753-T	regulatory_region_variant	NR	8e-6	GCST000789	FALSE
chr9	86947439	rs7859734	chr9	86947430	86948160	Borderline personality disorder	28632202	GAS1	GAS1 - LOC100506834	rs7859734-C	regulatory_region_variant	0.6101	7e-6	GCST004641	FALSE
chr15	61525012	rs532282237	chr15	61524887	61525387	Skin pigmentation	28300201	NR	LOC107984782	rs532282237-C	intron_variant	NR	6e-7	GCST004219	FALSE
chr16	67951803	rs2292318	chr16	67951428	67951928	HDL cholesterol levels	28334899	LCAT	SLC12A4	rs2292318-T	intron_variant	0.141	3e-57	GCST004232	FALSE
chr3	196178239	rs7640081	chr3	196177934	196178434	Blood osmolality (transformed sodium)	28360221	NR	LINC00885 - LOC105374303	rs7640081-T	intergenic_variant	0.11	4e-6	GCST004267	FALSE
chr4	158177632	rs13126694	chr4	158177364	158177864	Blood osmolality (transformed sodium)	28360221	NR	FAM198B - LOC101928007	rs13126694-A	intron_variant	0.63	9e-6	GCST004267	FALSE
chr8	81818922	rs7833790	chr8	81818502	81819002	Diastolic blood pressure	28135244	chr8mb82	SNX16	rs7833790-C	intron_variant	0.746799449	2e-7	GCST004280	FALSE
chr1	37990219	rs4360494	chr1	37989872	37990372	Pulse pressure	28135244	SF3A3	SF3A3 - RNU6-510P	rs4360494-C	5_prime_UTR_variant	0.55	4e-16	GCST004278	FALSE
chr17	7834013	rs12945870	chr17	7833666	7834166	Hemoglobin concentration	27863252	DNAH2	LOC105371516	rs12945870-T	intergenic_variant	0.5676	2e-10	GCST004615	FALSE
chr9	88777772	rs142550358	chr9	88777648	88778148	Lymphocyte counts	27863252	intergenic	MIR4289 - PCNPP2	rs142550358-T	regulatory_region_variant	0.0544	7e-18	GCST004627	FALSE
chr9	88777772	rs142550358	chr9	88777648	88778148	Mean corpuscular hemoglobin concentration	27863252	intergenic	MIR4289 - PCNPP2	rs142550358-T	regulatory_region_variant	0.0544	1e-17	GCST004605	FALSE
chr9	88777772	rs142550358	chr9	88777648	88778148	Plateletcrit	27863252	intergenic	MIR4289 - PCNPP2	rs142550358-T	regulatory_region_variant	0.0546	1e-38	GCST004607	FALSE
chr9	88777772	rs142550358	chr9	88777648	88778148	Platelet count	27863252	intergenic	MIR4289 - PCNPP2	rs142550358-T	regulatory_region_variant	0.0545	4e-22	GCST004603	FALSE
chr9	88777772	rs142550358	chr9	88777648	88778148	Red cell distribution width	27863252	intergenic	MIR4289 - PCNPP2	rs142550358-T	regulatory_region_variant	0.0545	9e-11	GCST004621	FALSE
chr1	161185602	rs4575098	chr1	161185335	161185835	Monocyte percentage of white cells	27863252	ADAMTS4	PPOX - ADAMTS4	rs4575098-A	3_prime_UTR_variant	0.2356	6e-11	GCST004609	FALSE
chr3	46421418	rs34042186	chr3	46421400	46421900	Monocyte percentage of white cells	27863252	intergenic	LOC105377068	rs34042186-A	non_coding_transcript_exon_variant	0.1257	3e-23	GCST004609	FALSE
chr3	3849622	rs66515854	chr3	3849358	3849858	beta-nerve growth factor levels	27989323	NR	LOC107986007, LRRN1	rs66515854-C	intron_variant	NA	7e-6	GCST004421	FALSE
chr16	3400907	rs1878931	chr16	3400896	3401396	Body mass index (adult)	28430825	NLRC3	ZSCAN32	rs1878931-G	intron_variant	0.39	6e-6	GCST004519	FALSE
chr2	106885458	rs76390238	chr2	106885319	106885819	Growth-regulated protein alpha levels	27989323	NR	ST6GAL2	rs76390238-G	intron_variant	NA	6e-6	GCST004457	FALSE
chr2	214088924	rs7578892	chr2	214088529	214089029	Interleukin-5 levels	27989323	NR	LOC101928084, SPAG16	rs7578892-G	intron_variant	NA	2e-6	GCST004452	FALSE
chr9	4500231	rs7860087	chr9	4499879	4500379	Interleukin-17 levels	27989323	NR	SLC1A1	rs7860087-G	intron_variant	NA	9e-6	GCST004442	FALSE
chr10	104924411	rs12765671	chr10	104924056	104924556	Interleukin-16 levels	27989323	NR	SORCS3	rs12765671-G	intron_variant	NA	5e-6	GCST004430	FALSE
chr11	127473986	rs187327935	chr11	127473981	127474481	Post bronchodilator FEV1/FVC ratio	26634245	Intergenic	LOC107984373	rs187327935-T	intergenic_variant	0.998	4e-8	GCST003264	FALSE
chr11	77322906	rs146103351	chr11	77322430	77322930	Post bronchodilator FEV1/FVC ratio	26634245	PAK1	PAK1	rs146103351-A	3_prime_UTR_variant	0.996	1e-6	GCST003264	FALSE
chr6	10195190	rs189431351	chr6	10194843	10195343	Post bronchodilator FEV1/FVC ratio	26634245	MRDS1	LOC107983965	rs189431351-T	intron_variant	0.999	1e-6	GCST003264	FALSE
chr18	41458077	rs184167040	chr18	41457696	41458196	Post bronchodilator FEV1/FVC ratio	26634245	Intergenic	LOC107985168 - KC6	rs184167040-A	intergenic_variant	1.0	1e-6	GCST003264	FALSE
chr3	159127152	rs138869894	chr3	159126685	159127185	Post bronchodilator FEV1/FVC ratio	26634245	IQCJ	IQCJ-SCHIP1, IQCJ	rs138869894-A	intron_variant	1.0	1e-6	GCST003264	FALSE
chr20	58882287	rs186485497	chr20	58882271	58882771	Post bronchodilator FEV1/FVC ratio	26634245	GNAS	LOC101927932, GNAS	rs186485497-A	intron_variant	0.999	2e-6	GCST003264	FALSE
chr4	104901402	rs73838643	chr4	104901397	104901897	Post bronchodilator FEV1/FVC ratio	26634245	Intergenic	LOC105377351 - LOC643675	rs73838643-T	intron_variant	0.988	3e-6	GCST003264	FALSE
chr14	52919724	rs79534246	chr14	52919305	52919805	Post bronchodilator FEV1/FVC ratio	26634245	FERMT2	FERMT2, LOC105370500	rs79534246-A	intron_variant	0.996	5e-6	GCST003264	FALSE
chr14	68794755	rs2236262	chr14	68794378	68794878	Multiple sclerosis	24076602	ZFP36L1	ZFP36L1	rs2236262-A	intron_variant	0.5	3e-12	GCST005531	FALSE
